customer_id,imsi,msisdn,date,billing_type,service_type,direction,subcategory,category,balance,charged,consumed_data,consumed_onn_calls,consumed_ofn_calls,call_duration,sms_request,consumed_request
590,536030200017029,6749990527,2025-02-05,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
1734,536030200019129,6749991629,2025-02-05,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
514,536030200032473,6748889923,2025-02-06,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.7,0,0
830,536030200045081,6749995061,2025-02-06,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
2065,536030200019460,6749991960,2025-02-07,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
1076,536030200017384,6749990882,2025-02-08,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
561,536030200032452,6748889933,2025-02-09,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
2248,536030200019772,6749992272,2025-02-09,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
1344,536030200017738,6749991238,2025-02-11,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
1288,536030200017682,6749991182,2025-02-12,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
836,536030200045087,6749995067,2025-02-12,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
561,536030200032452,6748889933,2025-02-13,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
718,536030200017158,6749990656,2025-02-15,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
2427,536030200019951,6749992451,2025-02-17,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
1472,536030200017866,6749991366,2025-02-18,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
2227,536030200019751,6749992251,2025-02-18,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.3333333333333333,0,0
2427,536030200019951,6749992451,2025-02-18,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
3363,536030200032264,6749992999,2025-02-18,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
3051,536030200030257,6749992503,2025-02-19,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
319,536030200045008,6749990007,2025-02-20,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
745,536030200017185,6749990683,2025-02-20,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
2007,536030200019402,6749991902,2025-02-20,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
319,536030200045008,6749990007,2025-02-21,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.5833333333333334,0,0
1471,536030200017865,6749991365,2025-02-21,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
1514,536030200017908,6749991408,2025-02-21,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
3051,536030200030257,6749992503,2025-02-21,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.31666666666666665,0,0
562,536030200032453,6748889934,2025-02-22,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.8166666666666667,0,0
900,536030200045121,6749990999,2025-02-23,prepaid,call,outgoing,onnet,international,0,0,0,0,0,4057.2833333333333,0,0
1578,536030200017972,6749991472,2025-02-24,prepaid,call,outgoing,onnet,international,0,0,0,0,0,2651.55,0,0
2052,536030200019447,6749991947,2025-02-24,prepaid,call,outgoing,onnet,international,0,0,0,0,0,7.133333333333334,0,0
1578,536030200017972,6749991472,2025-02-26,prepaid,call,outgoing,onnet,international,0,0,0,0,0,5332.966666666666,0,0
561,536030200032452,6748889933,2025-02-27,prepaid,call,outgoing,onnet,international,0,0,0,0,0,25.45,0,0
994,536030200017302,6749990800,2025-02-28,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.2833333333333333,0,0
1578,536030200017972,6749991472,2025-02-28,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
1582,536030200017976,6749991476,2025-02-28,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
2028,536030200019423,6749991923,2025-02-28,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
4600,536030200030305,6749993235,2025-02-28,prepaid,call,outgoing,onnet,international,0,0,0,0,0,242.83333333333334,0,0
1714,536030200019109,6749991609,2025-03-01,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.2833333333333333,0,0
2536,536030200019631,6749992131,2025-03-01,prepaid,call,outgoing,onnet,international,0,0,0,0,0,17062.983333333334,0,0
4603,536030200030312,6749993242,2025-03-01,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
4600,536030200030305,6749993235,2025-03-04,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.18333333333333332,0,0
4600,536030200030305,6749993235,2025-03-05,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
658,536030200017098,6749990596,2025-03-06,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.26666666666666666,0,0
1862,536030200019257,6749991757,2025-03-06,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.2833333333333333,0,0
4793,536030200030510,6749993290,2025-03-06,prepaid,call,outgoing,onnet,international,0,0,0,0,0,2312.6,0,0
319,536030200045008,6749990007,2025-03-07,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.06666666666666667,0,0
2070,536030200019465,6749991965,2025-03-07,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.9166666666666666,0,0
497,536030200032395,6748889905,2025-03-08,prepaid,call,outgoing,onnet,international,0,0,0,0,0,7.333333333333333,0,0
561,536030200032452,6748889933,2025-03-08,prepaid,call,outgoing,onnet,international,0,0,0,0,0,1.3333333333333333,0,0
319,536030200045008,6749990007,2025-03-08,prepaid,call,outgoing,onnet,international,0,0,0,0,0,1.0666666666666667,0,0
1678,536030200019073,6749991573,2025-03-08,prepaid,call,outgoing,onnet,international,0,0,0,0,0,1676.5833333333333,0,0
497,536030200032395,6748889905,2025-03-09,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.5,0,0
562,536030200032453,6748889934,2025-03-10,prepaid,call,outgoing,onnet,international,0,0,0,0,0,6.366666666666666,0,0
4907,536030200030623,6749993403,2025-03-11,prepaid,call,outgoing,onnet,international,0,0,0,0,0,5.066666666666666,0,0
5155,536030200030983,6749993763,2025-03-13,prepaid,call,outgoing,onnet,international,0,0,0,0,0,14.933333333333334,0,0
5131,536030200030985,6749993765,2025-03-13,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.65,0,0
5155,536030200030983,6749993763,2025-03-14,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.7,0,0
5134,536030200030984,6749993764,2025-03-14,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.4166666666666667,0,0
5131,536030200030985,6749993765,2025-03-14,prepaid,call,outgoing,onnet,international,0,0,0,0,0,2.4166666666666665,0,0
2027,536030200019422,6749991922,2025-03-15,prepaid,call,outgoing,onnet,international,0,0,0,0,0,4.4,0,0
5355,536030200032252,6749993061,2025-03-15,prepaid,call,outgoing,onnet,international,0,0,0,0,0,1.5666666666666667,0,0
562,536030200032453,6748889934,2025-03-16,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.25,0,0
5355,536030200032252,6749993061,2025-03-16,prepaid,call,outgoing,onnet,international,0,0,0,0,0,2.433333333333333,0,0
562,536030200032453,6748889934,2025-03-17,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.08333333333333333,0,0
5355,536030200032252,6749993061,2025-03-18,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.7666666666666667,0,0
5134,536030200030984,6749993764,2025-03-18,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.6166666666666667,0,0
5134,536030200030984,6749993764,2025-03-19,prepaid,call,outgoing,onnet,international,0,0,0,0,0,1.4833333333333334,0,0
5131,536030200030985,6749993765,2025-03-19,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.95,0,0
836,536030200045087,6749995067,2025-03-19,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.5666666666666667,0,0
840,536030200045091,6749995071,2025-03-19,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.16666666666666666,0,0
5134,536030200030984,6749993764,2025-03-20,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.26666666666666666,0,0
2159,536030200019554,6749992054,2025-03-21,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.08333333333333333,0,0
5134,536030200030984,6749993764,2025-03-21,prepaid,call,outgoing,onnet,international,0,0,0,0,0,15.016666666666667,0,0
5803,536030200030624,6749993404,2025-03-22,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.03333333333333333,0,0
5134,536030200030984,6749993764,2025-03-25,prepaid,call,outgoing,onnet,international,0,0,0,0,0,1.75,0,0
5134,536030200030984,6749993764,2025-03-26,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.2833333333333333,0,0
5134,536030200030984,6749993764,2025-03-27,prepaid,call,outgoing,onnet,international,0,0,0,0,0,4.566666666666666,0,0
5134,536030200030984,6749993764,2025-03-28,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.13333333333333333,0,0
5355,536030200032252,6749993061,2025-03-29,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.05,0,0
5134,536030200030984,6749993764,2025-03-29,prepaid,call,outgoing,onnet,international,0,0,0,0,0,1.0333333333333334,0,0
5355,536030200032252,6749993061,2025-03-30,prepaid,call,outgoing,onnet,international,0,0,0,0,0,3.216666666666667,0,0
5355,536030200032252,6749993061,2025-03-31,prepaid,call,outgoing,onnet,international,0,0,0,0,0,1.1166666666666667,0,0
5155,536030200030983,6749993763,2025-03-31,prepaid,call,outgoing,onnet,international,0,0,0,0,0,1.7833333333333334,0,0
5134,536030200030984,6749993764,2025-03-31,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.08333333333333333,0,0
5155,536030200030983,6749993763,2025-04-01,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.03333333333333333,0,0
5134,536030200030984,6749993764,2025-04-01,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.016666666666666666,0,0
5355,536030200032252,6749993061,2025-04-02,prepaid,call,outgoing,onnet,international,0,0,0,0,0,2.2666666666666666,0,0
5355,536030200032252,6749993061,2025-04-03,prepaid,call,outgoing,onnet,international,0,0,0,0,0,1.7333333333333334,0,0
5134,536030200030984,6749993764,2025-04-03,prepaid,call,outgoing,onnet,international,0,0,0,0,0,5.616666666666666,0,0
2418,536030200019942,6749992442,2025-04-06,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.016666666666666666,0,0
4937,536030200030313,6749993243,2025-04-08,prepaid,call,outgoing,onnet,international,0,0,0,0,0,1.15,0,0
7123,536030200031084,6749993864,2025-04-10,prepaid,call,outgoing,onnet,international,0,0,0,0,0,12.25,0,0
5126,536030200030986,6749993766,2025-04-16,prepaid,call,outgoing,onnet,international,0,0,0,0,0,10.666666666666666,0,0
5126,536030200030986,6749993766,2025-04-17,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.5,0,0
1529,536030200017923,6749991423,2025-04-18,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.2,0,0
5126,536030200030986,6749993766,2025-04-18,prepaid,call,outgoing,onnet,international,0,0,0,0,0,7.933333333333334,0,0
5126,536030200030986,6749993766,2025-04-19,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.016666666666666666,0,0
5126,536030200030986,6749993766,2025-04-20,prepaid,call,outgoing,onnet,international,0,0,0,0,0,61.016666666666666,0,0
809,536030200045062,6749995042,2025-04-20,prepaid,call,outgoing,onnet,international,0,0,0,0,0,2.45,0,0
5296,536030200045185,6749992546,2025-04-21,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
562,536030200032453,6748889934,2025-04-23,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
1377,536030200017771,6749991271,2025-04-24,prepaid,call,outgoing,onnet,international,0,0,0,0,0,1.9833333333333334,0,0
1529,536030200017923,6749991423,2025-04-25,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.0,0,0
5126,536030200030986,6749993766,2025-04-25,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.4,0,0
5126,536030200030986,6749993766,2025-04-26,prepaid,call,outgoing,onnet,international,0,0,0,0,0,20.666666666666668,0,0
5126,536030200030986,6749993766,2025-04-27,prepaid,call,outgoing,onnet,international,0,0,0,0,0,28.733333333333334,0,0
7216,536030200045245,6749992607,2025-04-28,prepaid,call,outgoing,onnet,international,0,0,0,0,0,1.5666666666666667,0,0
5623,536030200032374,6749992903,2025-04-28,prepaid,call,outgoing,onnet,international,0,0,0,0,0,28.866666666666667,0,0
5624,536030200032378,6749992904,2025-04-28,prepaid,call,outgoing,onnet,international,0,0,0,0,0,8.1,0,0
5625,536030200032371,6749992905,2025-04-28,prepaid,call,outgoing,onnet,international,0,0,0,0,0,20.666666666666668,0,0
5626,536030200032333,6749992942,2025-04-28,prepaid,call,outgoing,onnet,international,0,0,0,0,0,22.566666666666666,0,0
5126,536030200030986,6749993766,2025-04-28,prepaid,call,outgoing,onnet,international,0,0,0,0,0,6.95,0,0
5622,536030200032375,6749992902,2025-04-29,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.03333333333333333,0,0
5363,536030200030706,6749993486,2025-04-29,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.016666666666666666,0,0
5126,536030200030986,6749993766,2025-04-29,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.7666666666666667,0,0
5622,536030200032375,6749992902,2025-04-30,prepaid,call,outgoing,onnet,international,0,0,0,0,0,1.4333333333333333,0,0
5126,536030200030986,6749993766,2025-04-30,prepaid,call,outgoing,onnet,international,0,0,0,0,0,12.2,0,0
5622,536030200032375,6749992902,2025-05-01,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.2833333333333333,0,0
5624,536030200032378,6749992904,2025-05-01,prepaid,call,outgoing,onnet,international,0,0,0,0,0,13.7,0,0
5126,536030200030986,6749993766,2025-05-03,prepaid,call,outgoing,onnet,international,0,0,0,0,0,5.85,0,0
5126,536030200030986,6749993766,2025-05-04,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.03333333333333333,0,0
5126,536030200030986,6749993766,2025-05-05,prepaid,call,outgoing,onnet,international,0,0,0,0,0,3.65,0,0
5126,536030200030986,6749993766,2025-05-07,prepaid,call,outgoing,onnet,international,0,0,0,0,0,13.716666666666667,0,0
5126,536030200030986,6749993766,2025-05-08,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.25,0,0
5622,536030200032375,6749992902,2025-05-09,prepaid,call,outgoing,onnet,international,0,0,0,0,0,3.3833333333333333,0,0
5623,536030200032374,6749992903,2025-05-09,prepaid,call,outgoing,onnet,international,0,0,0,0,0,3.9166666666666665,0,0
5624,536030200032378,6749992904,2025-05-09,prepaid,call,outgoing,onnet,international,0,0,0,0,0,10.133333333333333,0,0
5626,536030200032333,6749992942,2025-05-09,prepaid,call,outgoing,onnet,international,0,0,0,0,0,13.65,0,0
561,536030200032452,6748889933,2025-05-10,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.8666666666666667,0,0
2303,536030200019827,6749992327,2025-05-10,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.4,0,0
5622,536030200032375,6749992902,2025-05-10,prepaid,call,outgoing,onnet,international,0,0,0,0,0,8.316666666666666,0,0
5623,536030200032374,6749992903,2025-05-10,prepaid,call,outgoing,onnet,international,0,0,0,0,0,12.833333333333334,0,0
5624,536030200032378,6749992904,2025-05-10,prepaid,call,outgoing,onnet,international,0,0,0,0,0,1.0666666666666667,0,0
5626,536030200032333,6749992942,2025-05-10,prepaid,call,outgoing,onnet,international,0,0,0,0,0,11.916666666666666,0,0
5126,536030200030986,6749993766,2025-05-10,prepaid,call,outgoing,onnet,international,0,0,0,0,0,22.266666666666666,0,0
5622,536030200032375,6749992902,2025-05-11,prepaid,call,outgoing,onnet,international,0,0,0,0,0,714.7166666666667,0,0
5624,536030200032378,6749992904,2025-05-11,prepaid,call,outgoing,onnet,international,0,0,0,0,0,8.683333333333334,0,0
5622,536030200032375,6749992902,2025-05-12,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.31666666666666665,0,0
5626,536030200032333,6749992942,2025-05-12,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.6833333333333333,0,0
5622,536030200032375,6749992902,2025-05-13,prepaid,call,outgoing,onnet,international,0,0,0,0,0,3.466666666666667,0,0
5626,536030200032333,6749992942,2025-05-13,prepaid,call,outgoing,onnet,international,0,0,0,0,0,31.6,0,0
5622,536030200032375,6749992902,2025-05-14,prepaid,call,outgoing,onnet,international,0,0,0,0,0,10.5,0,0
5624,536030200032378,6749992904,2025-05-14,prepaid,call,outgoing,onnet,international,0,0,0,0,0,21.983333333333334,0,0
5626,536030200032333,6749992942,2025-05-14,prepaid,call,outgoing,onnet,international,0,0,0,0,0,5.9,0,0
5622,536030200032375,6749992902,2025-05-15,prepaid,call,outgoing,onnet,international,0,0,0,0,0,6.0,0,0
5126,536030200030986,6749993766,2025-05-15,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.75,0,0
7629,536030200045628,6749993882,2025-05-15,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.18333333333333332,0,0
5626,536030200032333,6749992942,2025-05-16,prepaid,call,outgoing,onnet,international,0,0,0,0,0,18.383333333333333,0,0
5626,536030200032333,6749992942,2025-05-17,prepaid,call,outgoing,onnet,international,0,0,0,0,0,24.683333333333334,0,0
5126,536030200030986,6749993766,2025-05-17,prepaid,call,outgoing,onnet,international,0,0,0,0,0,22.0,0,0
5622,536030200032375,6749992902,2025-05-18,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.016666666666666666,0,0
5622,536030200032375,6749992902,2025-05-19,prepaid,call,outgoing,onnet,international,0,0,0,0,0,1.3666666666666667,0,0
5623,536030200032374,6749992903,2025-05-19,prepaid,call,outgoing,onnet,international,0,0,0,0,0,9.95,0,0
5625,536030200032371,6749992905,2025-05-19,prepaid,call,outgoing,onnet,international,0,0,0,0,0,3.1333333333333333,0,0
5623,536030200032374,6749992903,2025-05-20,prepaid,call,outgoing,onnet,international,0,0,0,0,0,21.2,0,0
5623,536030200032374,6749992903,2025-05-21,prepaid,call,outgoing,onnet,international,0,0,0,0,0,9.016666666666667,0,0
5625,536030200032371,6749992905,2025-05-21,prepaid,call,outgoing,onnet,international,0,0,0,0,0,13.65,0,0
5626,536030200032333,6749992942,2025-05-21,prepaid,call,outgoing,onnet,international,0,0,0,0,0,21.8,0,0
5126,536030200030986,6749993766,2025-05-21,prepaid,call,outgoing,onnet,international,0,0,0,0,0,5.033333333333333,0,0
5624,536030200032378,6749992904,2025-05-22,prepaid,call,outgoing,onnet,international,0,0,0,0,0,7.0,0,0
5625,536030200032371,6749992905,2025-05-22,prepaid,call,outgoing,onnet,international,0,0,0,0,0,6.833333333333333,0,0
5626,536030200032333,6749992942,2025-05-22,prepaid,call,outgoing,onnet,international,0,0,0,0,0,5.333333333333333,0,0
5625,536030200032371,6749992905,2025-05-23,prepaid,call,outgoing,onnet,international,0,0,0,0,0,4.633333333333334,0,0
5626,536030200032333,6749992942,2025-05-23,prepaid,call,outgoing,onnet,international,0,0,0,0,0,7.383333333333334,0,0
1498,536030200017892,6749991392,2025-05-24,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.4166666666666667,0,0
5126,536030200030986,6749993766,2025-05-24,prepaid,call,outgoing,onnet,international,0,0,0,0,0,8.85,0,0
5624,536030200032378,6749992904,2025-05-25,prepaid,call,outgoing,onnet,international,0,0,0,0,0,9.55,0,0
5126,536030200030986,6749993766,2025-05-27,prepaid,call,outgoing,onnet,international,0,0,0,0,0,31.283333333333335,0,0
8513,536030200045275,6749992637,2025-05-28,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.23333333333333334,0,0
5626,536030200032333,6749992942,2025-05-28,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.7,0,0
5623,536030200032374,6749992903,2025-05-29,prepaid,call,outgoing,onnet,international,0,0,0,0,0,2.0166666666666666,0,0
5625,536030200032371,6749992905,2025-05-29,prepaid,call,outgoing,onnet,international,0,0,0,0,0,14.166666666666666,0,0
5626,536030200032333,6749992942,2025-05-29,prepaid,call,outgoing,onnet,international,0,0,0,0,0,30.233333333333334,0,0
5625,536030200032371,6749992905,2025-05-30,prepaid,call,outgoing,onnet,international,0,0,0,0,0,16.666666666666668,0,0
5626,536030200032333,6749992942,2025-05-30,prepaid,call,outgoing,onnet,international,0,0,0,0,0,17.233333333333334,0,0
5625,536030200032371,6749992905,2025-05-31,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.9,0,0
5126,536030200030986,6749993766,2025-05-31,prepaid,call,outgoing,onnet,international,0,0,0,0,0,41.483333333333334,0,0
5623,536030200032374,6749992903,2025-06-01,prepaid,call,outgoing,onnet,international,0,0,0,0,0,6.05,0,0
5623,536030200032374,6749992903,2025-06-03,prepaid,call,outgoing,onnet,international,0,0,0,0,0,5.6,0,0
5624,536030200032378,6749992904,2025-06-03,prepaid,call,outgoing,onnet,international,0,0,0,0,0,39.93333333333333,0,0
5626,536030200032333,6749992942,2025-06-03,prepaid,call,outgoing,onnet,international,0,0,0,0,0,19.716666666666665,0,0
5623,536030200032374,6749992903,2025-06-04,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.03333333333333333,0,0
5626,536030200032333,6749992942,2025-06-04,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.5666666666666667,0,0
5626,536030200032333,6749992942,2025-06-05,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.03333333333333333,0,0
5626,536030200032333,6749992942,2025-06-06,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.08333333333333333,0,0
5626,536030200032333,6749992942,2025-06-07,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.43333333333333335,0,0
5623,536030200032374,6749992903,2025-06-08,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.05,0,0
5626,536030200032333,6749992942,2025-06-08,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.7,0,0
2073,536030200019468,6749991968,2025-06-09,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.016666666666666666,0,0
5623,536030200032374,6749992903,2025-06-09,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.38333333333333336,0,0
5624,536030200032378,6749992904,2025-06-09,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.18333333333333332,0,0
5626,536030200032333,6749992942,2025-06-09,prepaid,call,outgoing,onnet,international,0,0,0,0,0,3.35,0,0
5623,536030200032374,6749992903,2025-06-10,prepaid,call,outgoing,onnet,international,0,0,0,0,0,18.5,0,0
5626,536030200032333,6749992942,2025-06-10,prepaid,call,outgoing,onnet,international,0,0,0,0,0,17.283333333333335,0,0
831,536030200045082,6749995062,2025-06-10,prepaid,call,outgoing,onnet,international,0,0,0,0,0,1.0833333333333333,0,0
5623,536030200032374,6749992903,2025-06-11,prepaid,call,outgoing,onnet,international,0,0,0,0,0,29.05,0,0
5624,536030200032378,6749992904,2025-06-11,prepaid,call,outgoing,onnet,international,0,0,0,0,0,1.8166666666666667,0,0
5626,536030200032333,6749992942,2025-06-11,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.8166666666666667,0,0
2073,536030200019468,6749991968,2025-06-12,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.03333333333333333,0,0
5623,536030200032374,6749992903,2025-06-12,prepaid,call,outgoing,onnet,international,0,0,0,0,0,0.36666666666666664,0,0
5626,536030200032333,6749992942,2025-06-12,prepaid,call,outgoing,onnet,international,0,0,0,0,0,5.15,0,0
5623,536030200032374,6749992903,2025-06-13,prepaid,call,outgoing,onnet,international,0,0,0,0,0,13.083333333333334,0,0
5624,536030200032378,6749992904,2025-06-13,prepaid,call,outgoing,onnet,international,0,0,0,0,0,2.7,0,0
5626,536030200032333,6749992942,2025-06-13,prepaid,call,outgoing,onnet,international,0,0,0,0,0,6.233333333333333,0,0
